,Date,Price,Open,High,Low,Vol.,Change %,Month,Year,Real_GDP,CPI,inflation_rate,PALLFNFINDEXM
618,2021-04-12,4.0225,4.057,4.062,3.9965,0.59,0.54,4.0,2021.0,21407.692,267.054,4.69785886363739,267.054
619,2021-04-09,4.0445,4.097,4.1005,4.0425,0.37,1.33,4.0,2021.0,21407.692,267.054,4.69785886363739,267.054
620,2021-04-08,4.099,4.067,4.1,4.05,0.43,1.02,4.0,2021.0,21407.692,267.054,4.69785886363739,267.054
621,2021-04-07,4.0575,4.1085,4.116,4.038,0.24,1.47,4.0,2021.0,21407.692,267.054,4.69785886363739,267.054
622,2021-04-06,4.118,4.1365,4.137,4.0815,0.15,0.52,4.0,2021.0,21407.692,267.054,4.69785886363739,267.054
623,2021-04-05,4.1395,4.0345,4.154,4.0345,0.34,3.64,4.0,2021.0,21407.692,267.054,4.69785886363739,267.054
624,2021-04-01,3.994,3.99,4.014,3.95,73.1,0.15,4.0,2021.0,21407.692,267.054,4.69785886363739,267.054
625,2021-03-31,4.0,3.983,4.0135,3.96,0.31,0.45,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
626,2021-03-30,3.982,4.036,4.0465,3.97,0.08,1.3,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
627,2021-03-29,4.0345,4.08,4.0825,4.008,61.61,0.82,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
628,2021-03-26,4.068,3.997,4.083,3.994,63.83,2.26,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
629,2021-03-25,3.978,4.026,4.046,3.942,108.97,2.12,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
630,2021-03-24,4.064,4.0265,4.105,4.017,73.58,0.38,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
631,2021-03-23,4.0795,4.1445,4.165,4.016,81.75,1.45,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
632,2021-03-22,4.1395,4.1075,4.148,4.076,58.81,0.64,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
633,2021-03-19,4.113,4.063,4.1215,4.0105,75.17,0.12,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
634,2021-03-18,4.108,4.144,4.157,4.048,67.41,0.27,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
635,2021-03-17,4.119,4.0625,4.1615,4.046,58.92,1.17,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
636,2021-03-16,4.0715,4.1415,4.1495,4.0405,72.25,1.67,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
637,2021-03-15,4.1405,4.16,4.19,4.1105,60.22,0.01,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
638,2021-03-12,4.14,4.144,4.158,4.0665,68.5,0.02,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
639,2021-03-11,4.139,4.0355,4.15,4.0095,89.65,2.64,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
640,2021-03-10,4.0325,4.0135,4.0625,3.9815,74.71,0.6,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
641,2021-03-09,4.0085,4.0795,4.121,3.972,105.19,2.06,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
642,2021-03-08,4.093,4.117,4.1705,3.9965,112.0,0.43,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
643,2021-03-05,4.0755,3.9535,4.1105,3.9015,130.26,2.44,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
644,2021-03-04,3.9785,4.1065,4.1505,3.849,172.33,3.95,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
645,2021-03-03,4.142,4.208,4.2215,4.102,106.17,1.89,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
646,2021-03-02,4.222,4.1005,4.2275,4.0415,125.09,2.65,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
647,2021-03-01,4.113,4.106,4.181,4.089,106.83,0.5,3.0,2021.0,21407.692,264.877,4.69785886363739,264.877
648,2021-02-26,4.0925,4.2055,4.2555,4.0765,176.04,4.01,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
649,2021-02-25,4.2635,4.3215,4.3755,4.191,167.03,0.88,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
650,2021-02-24,4.3015,4.208,4.325,4.146,2.49,2.78,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
651,2021-02-23,4.185,4.1515,4.2295,4.0945,1.41,0.93,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
652,2021-02-22,4.1465,4.075,4.2135,4.075,2.04,1.7,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
653,2021-02-19,4.077,3.911,4.095,3.8915,1.06,4.4,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
654,2021-02-18,3.905,3.8295,3.93,3.829,0.51,2.13,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
655,2021-02-17,3.8235,3.827,3.8375,3.7985,0.5,0.29,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
656,2021-02-16,3.8345,3.8,3.841,3.8,0.42,0.33,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
657,2021-02-12,3.7875,3.768,3.7995,3.743,0.21,0.37,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
658,2021-02-11,3.7735,3.754,3.7825,3.754,0.14,0.01,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
659,2021-02-10,3.773,3.7245,3.7865,3.7245,0.13,1.45,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
660,2021-02-09,3.719,3.675,3.7195,3.675,0.26,1.43,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
661,2021-02-08,3.6665,3.6485,3.675,3.6265,0.11,1.09,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
662,2021-02-05,3.627,3.5605,3.636,3.5605,0.09,2.03,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
663,2021-02-04,3.555,3.5665,3.5785,3.5435,0.19,0.29,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
664,2021-02-03,3.5655,3.5115,3.5625,3.51,0.17,1.16,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
665,2021-02-02,3.5245,3.525,3.5315,3.5145,0.07,0.59,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
666,2021-02-01,3.5455,3.547,3.581,3.528,0.1,0.35,2.0,2021.0,21407.692,263.014,4.69785886363739,263.014
667,2021-01-29,3.558,3.576,3.6035,3.539,0.3,0.61,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
668,2021-01-28,3.58,3.542,3.5905,3.501,0.15,0.63,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
669,2021-01-27,3.5575,3.617,3.628,3.5205,105.18,1.71,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
670,2021-01-26,3.6195,3.6295,3.6415,3.581,60.31,0.28,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
671,2021-01-25,3.6295,3.6215,3.6405,3.592,63.75,0.1,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
672,2021-01-22,3.626,3.647,3.652,3.5635,82.15,0.59,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
673,2021-01-21,3.6475,3.644,3.6735,3.6335,54.04,0.16,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
674,2021-01-20,3.6415,3.627,3.664,3.616,52.14,0.22,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
675,2021-01-19,3.6335,3.593,3.6535,3.5585,110.27,0.46,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
676,2021-01-15,3.602,3.6735,3.684,3.5865,72.98,1.71,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
677,2021-01-14,3.6645,3.6105,3.675,3.6015,71.34,1.31,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
678,2021-01-13,3.617,3.646,3.6495,3.605,64.87,0.32,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
679,2021-01-12,3.6055,3.558,3.6485,3.557,78.26,1.15,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
680,2021-01-11,3.5645,3.6925,3.6925,3.5515,95.19,2.97,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
681,2021-01-08,3.6735,3.706,3.734,3.629,106.39,0.61,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
682,2021-01-07,3.696,3.6615,3.7115,3.6405,63.68,1.25,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
683,2021-01-06,3.6505,3.6465,3.7075,3.6245,93.05,0.3,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
684,2021-01-05,3.6395,3.556,3.663,3.556,65.95,2.39,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
685,2021-01-04,3.5545,3.527,3.607,3.522,78.59,0.98,1.0,2021.0,21407.692,263.014,4.69785886363739,263.014
686,2020-12-31,3.519,3.5445,3.5595,3.5055,42.98,0.85,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
687,2020-12-30,3.549,3.5525,3.583,3.5405,39.01,0.13,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
688,2020-12-29,3.5535,3.5795,3.5805,3.546,0.24,0.46,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
689,2020-12-28,3.57,3.5815,3.61,3.568,0.08,0.24,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
690,2020-12-24,3.5615,3.5545,3.567,3.5485,0.07,0.18,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
691,2020-12-23,3.555,3.5115,3.5585,3.48,0.11,1.02,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
692,2020-12-22,3.519,3.5775,3.5775,3.5085,0.44,1.58,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
693,2020-12-21,3.5755,3.628,3.628,3.547,0.11,1.5,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
694,2020-12-18,3.63,3.6,3.641,3.5945,0.13,0.83,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
695,2020-12-17,3.6,3.5645,3.608,3.5645,0.04,1.19,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
696,2020-12-16,3.5575,3.543,3.57,3.5385,0.09,0.44,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
697,2020-12-15,3.542,3.501,3.5485,3.5,0.16,0.51,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
698,2020-12-14,3.524,3.5355,3.548,3.5065,0.18,0.06,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
699,2020-12-11,3.526,3.5955,3.618,3.4935,0.09,1.3,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
700,2020-12-10,3.5725,3.4935,3.5835,3.4855,0.08,1.77,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
701,2020-12-09,3.5105,3.5045,3.5185,3.492,0.1,0.4,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
702,2020-12-08,3.4965,3.4855,3.498,3.4665,0.09,0.5,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
703,2020-12-07,3.514,3.534,3.5365,3.4775,0.07,0.2,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
704,2020-12-04,3.521,3.4815,3.527,3.4815,0.06,0.99,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
705,2020-12-03,3.4865,3.482,3.514,3.471,0.09,0.06,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
706,2020-12-02,3.4845,3.4785,3.491,3.4415,0.14,0.13,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
707,2020-12-01,3.48,3.464,3.511,3.4585,0.38,1.35,12.0,2020.0,20234.074,260.474,1.23358439630637,260.474
708,2020-11-30,3.4335,3.421,3.4915,3.421,0.16,0.63,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
709,2020-11-27,3.412,3.347,3.416,3.347,0.65,1.92,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
710,2020-11-25,3.318,3.32,3.338,3.288,1.03,0.32,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
711,2020-11-24,3.3075,3.274,3.322,3.27,0.55,1.3,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
712,2020-11-23,3.265,3.295,3.295,3.243,0.63,0.99,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
713,2020-11-20,3.2975,3.2125,3.3055,3.2115,0.39,2.77,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
714,2020-11-19,3.2085,3.202,3.222,3.1865,0.28,0.16,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
715,2020-11-18,3.2035,3.21,3.2415,3.202,0.46,0.02,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
716,2020-11-17,3.203,3.227,3.227,3.187,0.27,0.68,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
717,2020-11-16,3.225,3.2,3.26,3.2,0.25,1.4,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
718,2020-11-13,3.1805,3.14,3.19,3.14,0.07,1.03,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
719,2020-11-12,3.148,3.1345,3.1625,3.1245,0.13,0.33,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
720,2020-11-11,3.1375,3.159,3.173,3.123,0.05,0.7,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
721,2020-11-10,3.1595,3.159,3.1605,3.105,0.15,0.0,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
722,2020-11-09,3.1595,3.1645,3.2065,3.144,0.21,0.08,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
723,2020-11-06,3.157,3.1125,3.174,3.1085,0.13,1.4,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
724,2020-11-05,3.1135,3.1025,3.1285,3.0875,0.14,0.13,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
725,2020-11-04,3.1095,3.113,3.1165,3.045,0.09,0.52,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
726,2020-11-03,3.0935,3.0905,3.1185,3.0895,0.11,0.41,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
727,2020-11-02,3.081,3.055,3.091,3.052,0.06,0.97,11.0,2020.0,20234.074,260.474,1.23358439630637,260.474
728,2020-10-30,3.0515,3.068,3.068,3.045,0.26,0.28,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
729,2020-10-29,3.06,3.081,3.081,3.0595,0.02,0.13,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
730,2020-10-28,3.064,3.088,3.1065,3.042,89.55,0.95,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
731,2020-10-27,3.0935,3.0915,3.1125,3.08,56.27,0.13,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
732,2020-10-26,3.0895,3.1415,3.143,3.077,74.73,1.26,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
733,2020-10-23,3.129,3.164,3.1645,3.1245,50.62,0.78,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
734,2020-10-22,3.1535,3.1955,3.196,3.1425,74.34,1.41,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
735,2020-10-21,3.1985,3.1415,3.218,3.1405,80.17,1.6,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
736,2020-10-20,3.148,3.0835,3.1705,3.073,78.89,2.01,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
737,2020-10-19,3.086,3.0605,3.108,3.057,53.71,0.6,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
738,2020-10-16,3.0675,3.0875,3.096,3.0555,49.49,0.58,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
739,2020-10-15,3.0855,3.0505,3.0935,3.0245,73.52,1.15,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
740,2020-10-14,3.0505,3.0415,3.0685,3.038,44.2,0.2,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
741,2020-10-13,3.0445,3.0635,3.067,3.0265,60.94,0.64,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
742,2020-10-12,3.064,3.0795,3.093,3.052,50.42,0.6,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
743,2020-10-09,3.0825,3.042,3.098,3.039,77.72,1.33,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
744,2020-10-08,3.042,3.0315,3.0475,3.0115,60.11,0.3,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
745,2020-10-07,3.033,2.927,3.055,2.9225,88.2,2.35,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
746,2020-10-06,2.9635,2.9635,2.9765,2.9205,45.41,0.02,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
747,2020-10-05,2.963,2.98,2.9845,2.932,56.24,0.49,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
748,2020-10-02,2.9775,2.8775,2.9865,2.8345,112.08,3.91,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
749,2020-10-01,2.8655,3.016,3.0465,2.854,116.11,5.51,10.0,2020.0,20234.074,260.388,1.23358439630637,260.388
750,2020-09-30,3.0325,2.9955,3.0415,2.9755,81.63,1.42,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
751,2020-09-29,2.99,3.0,3.006,2.955,67.93,0.07,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
752,2020-09-28,2.988,2.9885,3.0065,2.9735,0.28,0.56,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
753,2020-09-25,2.9715,2.976,2.992,2.9425,0.48,0.13,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
754,2020-09-24,2.9675,2.96,2.9775,2.9145,0.18,0.84,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
755,2020-09-23,2.9925,3.06,3.06,2.9495,0.3,2.21,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
756,2020-09-22,3.06,3.043,3.083,3.0425,0.26,0.94,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
757,2020-09-21,3.0315,3.1,3.11,3.027,0.21,2.65,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
758,2020-09-18,3.114,3.0845,3.114,3.065,0.16,1.48,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
759,2020-09-17,3.0685,3.036,3.078,3.0195,0.18,0.33,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
760,2020-09-16,3.0585,3.0435,3.0735,3.043,0.2,0.08,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
761,2020-09-15,3.061,3.0695,3.0805,3.043,0.32,0.13,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
762,2020-09-14,3.065,3.0485,3.071,3.0265,0.37,0.96,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
763,2020-09-11,3.036,2.9735,3.045,2.9735,0.3,1.45,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
764,2020-09-10,2.9925,3.0515,3.0515,2.9545,0.3,1.76,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
765,2020-09-09,3.046,3.0055,3.0525,3.0055,0.73,0.86,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
766,2020-09-08,3.02,3.071,3.0775,2.9975,0.17,1.62,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
767,2020-09-04,3.056,2.962,3.074,2.962,0.36,2.91,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
768,2020-09-03,2.9695,3.007,3.007,2.955,0.09,1.51,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
769,2020-09-02,3.015,2.9975,3.0325,2.9955,0.12,0.25,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
770,2020-09-01,3.0225,3.047,3.083,3.014,0.17,1.08,9.0,2020.0,20234.074,260.28,1.23358439630637,260.28
771,2020-08-31,3.0555,3.0345,3.06,3.0335,0.15,1.44,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
772,2020-08-28,3.012,3.012,3.023,3.0085,0.45,1.23,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
773,2020-08-27,2.9755,2.983,2.9955,2.9415,0.87,0.24,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
774,2020-08-26,2.9685,2.9535,2.983,2.943,0.19,0.92,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
775,2020-08-25,2.9415,2.9335,2.9505,2.9195,0.39,0.31,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
776,2020-08-24,2.9325,2.939,2.969,2.924,0.3,0.29,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
777,2020-08-21,2.924,3.0,3.0035,2.918,0.4,1.91,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
778,2020-08-20,2.981,2.9865,3.002,2.959,0.17,1.55,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
779,2020-08-19,3.028,2.983,3.03,2.983,0.27,1.59,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
780,2020-08-18,2.9805,2.913,2.985,2.899,0.47,2.46,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
781,2020-08-17,2.909,2.8645,2.9235,2.86,0.19,1.43,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
782,2020-08-14,2.868,2.8005,2.8675,2.8005,0.09,1.85,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
783,2020-08-13,2.816,2.8575,2.8675,2.781,0.24,2.86,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
784,2020-08-12,2.899,2.832,2.906,2.832,0.22,0.52,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
785,2020-08-11,2.884,2.874,2.886,2.858,0.1,0.47,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
786,2020-08-10,2.8705,2.8145,2.885,2.8145,0.1,2.44,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
787,2020-08-07,2.802,2.904,2.904,2.791,0.31,4.01,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
788,2020-08-06,2.919,2.9045,2.9195,2.9045,0.29,0.21,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
789,2020-08-05,2.925,2.92,2.941,2.92,0.03,0.76,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
790,2020-08-04,2.903,2.8975,2.907,2.8975,0.05,0.6,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
791,2020-08-03,2.9205,2.842,2.9215,2.8415,0.04,1.51,8.0,2020.0,20234.074,260.28,1.23358439630637,260.28
792,2020-07-31,2.877,2.9105,2.9105,2.8745,0.36,1.54,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
793,2020-07-30,2.922,2.9215,2.923,2.889,0.31,0.1,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
794,2020-07-29,2.919,2.9145,2.9435,2.895,57.12,0.05,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
795,2020-07-28,2.9175,2.909,2.94,2.879,70.94,0.69,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
796,2020-07-27,2.8975,2.8925,2.92,2.882,59.87,0.17,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
797,2020-07-24,2.8925,2.9215,2.9305,2.8665,80.31,1.57,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
798,2020-07-23,2.9385,2.9265,2.954,2.899,56.7,0.48,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
799,2020-07-22,2.9245,2.9635,2.982,2.8915,72.71,1.13,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
800,2020-07-21,2.958,2.921,2.975,2.9195,51.62,1.46,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
801,2020-07-20,2.9155,2.9065,2.944,2.8815,59.31,0.38,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
802,2020-07-17,2.9045,2.898,2.9175,2.88,49.75,0.1,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
803,2020-07-16,2.9015,2.894,2.906,2.845,71.22,0.57,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
804,2020-07-15,2.885,2.939,2.976,2.873,86.43,1.62,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
805,2020-07-14,2.9325,2.916,2.946,2.898,83.11,0.76,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
806,2020-07-13,2.955,2.9195,2.993,2.8955,104.54,1.98,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
807,2020-07-10,2.8975,2.8425,2.917,2.8225,81.46,2.08,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
808,2020-07-09,2.8385,2.8285,2.8755,2.8235,78.98,0.51,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
809,2020-07-08,2.824,2.785,2.8255,2.785,59.18,0.97,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
810,2020-07-07,2.797,2.79,2.799,2.746,62.73,0.81,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
811,2020-07-06,2.7745,2.749,2.7925,2.7235,86.67,2.8,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
812,2020-07-02,2.7485,2.759,2.769,2.7305,66.23,0.53,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
813,2020-07-01,2.734,2.7305,2.7585,2.7065,76.63,0.2,7.0,2020.0,20234.074,259.101,1.23358439630637,259.101
814,2020-06-30,2.7285,2.698,2.737,2.6955,69.03,1.34,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
815,2020-06-29,2.6925,2.67,2.7055,2.668,61.5,0.79,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
816,2020-06-26,2.6715,2.675,2.705,2.665,0.9,0.04,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
817,2020-06-25,2.6725,2.6445,2.675,2.644,0.27,0.7,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
818,2020-06-24,2.654,2.666,2.684,2.637,0.31,0.38,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
819,2020-06-23,2.664,2.66,2.6705,2.6305,0.51,0.24,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
820,2020-06-22,2.6575,2.62,2.6625,2.62,0.17,1.39,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
821,2020-06-19,2.621,2.612,2.657,2.607,0.3,0.75,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
822,2020-06-18,2.6015,2.5995,2.633,2.599,0.53,0.02,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
823,2020-06-17,2.601,2.5725,2.6075,2.567,0.36,0.93,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
824,2020-06-16,2.577,2.6035,2.62,2.548,0.78,0.06,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
825,2020-06-15,2.5785,2.5975,2.609,2.555,0.38,1.23,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
826,2020-06-12,2.6105,2.575,2.626,2.575,2.17,0.58,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
827,2020-06-11,2.5955,2.6735,2.6735,2.57,0.11,2.63,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
828,2020-06-10,2.6655,2.6185,2.7025,2.6185,0.12,2.24,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
829,2020-06-09,2.607,2.593,2.611,2.574,0.2,1.28,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
830,2020-06-08,2.574,2.56,2.5915,2.5455,0.61,0.43,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
831,2020-06-05,2.563,2.5015,2.5735,2.499,0.15,2.66,6.0,2020.0,20234.074,257.797,1.23358439630637,257.797
